Unnamed: 0,bookId,title,author,series,description,genres,awards,characters,language,num_pages,num_ratings,num_reviews,avg_rating,year,series_name,series_vol
8940,8839,Flight to Arras,Antoine de Saint-Exupéry,,"A recollection of the shattering days during World War II when, though the fall of France was imminent, a handful of French pilots continued to fight on against the Germans. Translated by Lewis Galantière.","Fiction,Cultural,France,Aviation,War,Classics,Roman,Literature,European Literature,French Literature,World War II,Historical,Historical Fiction",,Unknown,English,252.0,2351.0,197.0,3.9,2005,,
312,312,Flight: 100 Years of Aviation,"R.G. Grant,John R. Dailey",,"From the early pioneers to the latest spaceflight technology, this groundbreaking book charts the inspirational story behind humankind's conquest of the skies. In the 100 years since the Wright brothers' first powered flight, aviation has witnessed many memorable events. From record-breaking flights and aerial warfare, to advances in aircraft design and the race for space, Flight covers the most memorable moments in the history of aviation. Describing the feats of the brave men and women who piloted the early flying machines, to the pioneers of long-distance flight and the test pilots who ushered in the jet age, Flight is a gripping narrative of humankind's quest to conquer the skies and explore space. Loaded with spectacular full-color photographs, dramatic first-hand accounts, and fact-filled profiles on a huge range of aircraft, this is an enthralling account of a century of innovation and adventure.","Aviation,History,Nonfiction,Reference,Science,Aviation History,Transport,Aircraft,War,Aeroplanes",,Unknown,English,440.0,200.0,14.0,4.33,2002,,
19674,19605,Flinx's Folly,Alan Dean Foster,Pip & Flinx #9,"bestselling author Alan Dean Foster delivers the eagerly awaited new Pip and Flinx novel featuring a certain twenty-four-year-old with red hair, growing powers, and a loyal sidekick who just happens to be a flying mini-dragon. Sure to delight longtime fans and win new ones,,follows Flinx on a thrilling quest to unravel the mysteries of his mind and body. It is a quest that forces him to confront a horror almost beyond human comprehension concealed somewhere in the universe . . . and coming closer.,It’s a good thing Flinx is no stranger to trouble, because he’s swimming in it. Even before the latest murderous attack by a new gang of assailants, there seems no end to people determined to arrest, examine, or kill him. To add insult to all that injury, Flinx has been spirited away and enlisted in a battle against a monstrous extra-galactic threat. Hidden behind the Great Emptiness, in a place where it seems matter and energy have never been, there is only evil. Pure evil that is approaching him,,.,Against such a quintessence of colossal evil what can one puny human and a formidable mini-drag protector do? Flinx must tell someone or go out of his already addled mind. Choosing a confidant is easy: Clarity Held, a crush he hasn’t seen in six years. She is a young woman who has clearly gone on with her life in ways that he soon learns don’t necessarily include Flinx.,Whatever happens, Flinx makes up his mind to act quickly. His decision is the beginning of a terrifying, high-stakes adventure through perilous new realms that will rocket him into the very heart of danger–and into the arms of the only woman he’s ever loved. As he and Pip bravely travel to a place where no man or mini-drag has gone before, Flinx discovers he has a few more friends than he thought–and far more enemies than he ever imagined.","Science Fiction,Fiction,Fantasy,Space,Space Opera,Adventure,Science Fiction Fantasy,Aliens,Young Adult,Dragons",,Unknown,English,288.0,2063.0,29.0,3.95,2004,Pip & Flinx,9
2848,2853,Flip-Flop Girl,Katherine Paterson,,"Written by Newbery Medalist, National Book Award winner, and Laura Ingalls Wilder Award recipient Katherine Paterson,Vinnie Matthews needs a real lifesaver--on that will bring her father back to life and let her family go home. Living with Grandma means having to be responsible for her little brother, Mason, who refuses to speak, and ignoring the kids who ask why he's so crazy. Then Vinnie meets Lupe, the mysterious \flip-flop girl\ who only wears orange flip-flops on her feet. Lupe is strong, confisent, and even more of an outsact than Vinnie. She's just teh type of friends Vinnie needs, if only Vinnie can ignore the rumora about Lupe's past.","Realistic Fiction,Young Adult,Childrens,Fiction,Middle Grade,Academic,School,Juvenile,Social Issues,Poverty","Dorothy Canfield Fisher Children's Book Award Nominee 1996,California Young Readers Medal Nominee for Intermediate 1996",Unknown,English,128.0,443.0,51.0,3.47,1996,,
19662,19593,Floating Dragon,Peter Straub,,"This quiet suburban town of Hampstead is threatened by two horrors.,One is natural. The hideous, unstoppable creation of man's power gone mad.,The other is not natural at all. And it makes the first look like a child's play.","Horror,Fiction,Fantasy,Thriller,Supernatural,Science Fiction,Suspense,Novels,Paranormal,Classics",British Fantasy Award for Best Novel 1984,"Patsy McCloud,Graham Williams,Richard Allbee,Tabby Smithfield,Bobo Farnsworth,Gideon Winter",English,595.0,11553.0,216.0,3.84,2003,,
17617,17543,Flower Fables,Louisa May Alcott,,"Large Format for easy reading. Full of magical tales of fairies, elves, brownies and sprites from the author of Little Women. A wonderful children's book.","Classics,Fantasy,Fiction,Childrens,Short Stories,Fairy Tales,Literature,American,Anthologies,Collections,Classic Literature",,Unknown,English,108.0,434.0,60.0,3.51,2005,,
18445,18374,Flowers for Algernon,Daniel Keyes,,"The story of a mentally disabled man whose experimental quest for intelligence mirrors that of Algernon, an extraordinary lab mouse. In diary entries, Charlie tells how a brain operation increases his IQ and changes his life. As the experimental procedure takes effect, Charlie's intelligence expands until it surpasses that of the doctors who engineered his metamorphosis. The experiment seems to be a scientific breakthrough of paramount importance until Algernon begins his sudden, unexpected deterioration. Will the same happen to Charlie?","Fiction,Classics,Science Fiction,Young Adult,Literature,Psychology,Academic,School,Novels,Adult,Read For School","Hugo Award Nominee for Best Novel 1967,Nebula Award for Best Novel tie 1966,Locus Award Nominee for All-Time Best Novel 36th in poll 1975","Charlie Gordon,Alice Kinnian,Algernon Flowers for Algernon,Fay Lillman,Professor Harold Nemur,Dr. Strauss,Burt Seldon",English,218.0,501378.0,19942.0,4.15,1989,,
7634,7558,"Floyd Farland, Citizen Of The Future",Chris Ware,,Unknown,"Sequential Art,Comics,Graphic Novels,Fiction,Graphic Novels Comics",,Unknown,English,43.0,52.0,3.0,2.96,1987,,
6791,6766,Fluids and Electrolytes Made Incredibly Easy!,"Lippincott Williams & Wilkins,Lippincott Williams & Wilkins",,"Now in its Third Edition,,presents this difficult topic in a fun, interesting, and easy-to-understand manner. This informative and indispensable reference reviews fundamental information about fluids, electrolytes, and acid-base balance; identifies electrolyte, fluid, acid, and base imbalances; describes imbalances in major health problems and their consequences; and explains how to treat those imbalances—all in an easy-to-understand, comprehensive, enjoyable format.","Nurses,Nursing,Nonfiction,Medical",,Unknown,English,384.0,120.0,3.0,4.18,2004,,
13151,13067,Flush,Carl Hiaasen,,"!,Noah's dad is sure that the owner of the,casino boat is flushing raw sewage into the harbor--which has made taking a dip at the local beach like swimming in a toilet. He can't prove it though, and so he decides that sinking the boat will make an effective statement. Right. The boat is pumped out and back in business within days and Noah's dad is in the local lock-up.,Now Noah is determined to succeed where his dad failed. He,prove that the Coral Queen is dumping illegally . . . somehow.","Young Adult,Fiction,Realistic Fiction,Mystery,Childrens,Middle Grade,Humor,Adventure,Audiobook,Environment","Agatha Award for Best Childrens Young Adult 2005,Dorothy Canfield Fisher Children's Book Award 2007",Unknown,English,263.0,27653.0,2656.0,3.89,2005,,
8623,8551,Flying Finish,Dick Francis,,"Much to his snobbish family's horror, Henry Grey takes on the dirty and demanding job of transporting racehorses by air. And when he discovers that he is transporting something altogether different, he has to fight to land with his life intact.","Mystery,Fiction,Thriller,Mystery Thriller,Crime,Suspense,Animals,Horses,Sports,Horse Racing,Adventure,Detective",Edgar Award Nominee for Best Novel 1968,Unknown,English,276.0,3379.0,143.0,3.98,1999,,
12490,12404,"Fodor's Eastern and Central Europe, 20th Edition: The Guide for All Budgets, Where to Stay, Eat, and Explore On and Off the Beaten Path (Fodor's Gold Guides",Fodor's Travel Publications Inc.,,"Fodor’s helps you unleash the possibilities of travel by providing the insightful tools you need to experience the trips you want. While you’re at the helm, Fodor’s offers the assurance of our expertise, the guarantee of selectivity, and the choice details that truly define a destination. It’s like having a friend in Eastern and Central Europe!,•Updated frequently,,provides the most accurate and up-to-date information available in a guide book.,•,features options for a variety of budgets, interests, and tastes, so,make the choices to plan,trip of a lifetime.,•If it’s not worth your time, it’s not in this book. Fodor’s discriminating ratings, including out top tier Fodor’s Choice designations, ensure that you’ll know about the most interesting and enjoyable places in Eastern and Central Europe.,•Experience Eastern and Central Europe like a local!,includes choices for every traveler from hiking in the Tatras of Slovakia to shopping for local crafts in Romania to truffle-hunting in Croatia, and much more!,•Indispensable, customized trip planning tools include “Top Reasons to Go,” “Word of Mouth” advice from other travelers, and tips to help save money, bypass lines, and avoid common travel pitfalls.,Visit Fodors.com for more ideas and information, travel deals, vacation planning tips, reviews and to exchange travel advice with other travelers.","Travel,Reference",,Unknown,English,656.0,12.0,0.0,3.83,2008,,
968,970,Fodor's Guide to The Da Vinci Code: On the Trail of the Bestselling Novel,"Jennifer Paull,Christopher Culwell",,"This guide to the best-selling novel gives you fresh insight into the,phenomenon. Following the path of the novel's characters,,delves into the locations, people, historic events, and symbols involved in the story.,Inside you'll find answers to questions such as: Do cryptexes really exist? Is there a secret chamber below Rosslyn Chapel? And what did conservators discover when they restored Leonardo's,? Interviews, maps, and smart lively essays from experts in their fields reveal the eye-opening true tales behind the mystery.,Plus,• Compelling interviews and essays from experts in their fields,• Detailed maps and floor plans,• BONUS! An exclusive travel sections of,-related places to eat, stay and see in Paris, London, Rome, and Roslin, Scotland",Nonfiction,,Unknown,English,256.0,42.0,8.0,3.62,2006,,
10775,10683,"Fodor's Walt Disney World®, Universal Orlando®, and Central Florida 2004: Where to Stay and Eat for All Budgets, Must See Sights and Local Secrets, Ratings You Can Trust (Fodor's Gold Guides",Fodor's Travel Publications Inc.,,"Plunder for pirates' booty, dress up like a princess, get a wake-up call from a rock star, bring your binoculars and watch safari animals from your balcony, watch a rocket launch —,®,,,offers all these experiences and more! Our local writers have found the best hotels, restaurants, attractions and activities to prepare you for a journey unforgettable experiences. Before you leave be for this magical destination, sure to pack your Fodor's guide to ensure you don't miss a thing.,sums it up best —\Fodor's guides are saturated with information.\,-New compact trim size make these guides even more portable,-Two-color interior design makes it easier to find the information you need,-Fodor's Choice Ratings flag must-see sights and hidden treasures,-Hotel and restaurant reviews cover all budgets,-Plus multi-day itineraries to help you build the right trip for you and/or your family","Travel,Reference,Nonfiction",,Unknown,English,400.0,110.0,15.0,3.63,2004,,
6213,6210,Foe,J.M. Coetzee,,"With the same electrical intensity of language and insight that he brought to,and,, J.M. Coetzee reinvents the story of Robinson Crusoe - and in so doing, directs our attention to the seduction and tyranny of storytelling itself.","Fiction,Classics,Historical,Historical Fiction,Novels,Cultural,Africa,Literature,Southern Africa,South Africa,Academic,School,Literary Fiction,20th Century",,"Friday,Susan Barton",English,160.0,9304.0,643.0,3.44,2005,,
11452,11365,"Foghorn Pacific Northwest Hiking: The Complete Guide to More Than 1,000 Hikes in Washington and Oregon","Ron C. Judd,Dan A. Nelson",,"Devoted campers, hikers, boaters, anglers, bikers, and golfers agree: Foghorn Outdoors guidebooks are essential for anyone who wants to spend less time planning and more time enjoying the outdoors.-- Authors who are local recreation experts with a thorough knowledge of each location and activity,-- Site descriptions and ratings, information on facilities and fees, and icons indicating available options,-- User-friendly maps and driving directions,-- Includes 12 new hikes,-- Added tips on gear, safety, low-impact hiking, and climate,-- New keynotes describe the hikes in each region,-- New \Best of\ lists highlight the top hikes in various categories",Unknown,,Unknown,English,800.0,27.0,4.0,4.04,2002,,
19675,19606,Follies,Ann Beattie,,"Ann Beattie's,is a superb novella and collection of stories about adult children, aging parents, and the chance encounters that irrevocably alter lives. Beattie, winner of four O. Henry prizes, has been called \one of our era's most vital masters of the short form\,She is a masterful observer of domestic relations and the idiosyncratic logic that governs human lives.","Short Stories,Fiction",,Unknown,English,320.0,133.0,22.0,3.35,2006,,
10393,10301,Follies of Science: 20th Century Visions of Our Fantastic Future,"John Dregni,Dregni,Jonathan Dregni,John Dregni",,"Promises for the future were made; some sadly broken and some unfortunately honored. While we didn’t get household jetpacks and personal serving-drinks-by-the-pool robots, or even our,, we did get things like the super-fantastic building materials of the future—asbestos, lead, and foam.,So just what was the utopian master plan for future households during the early twentieth century?,is the keeper of such knowledge, offering glimpses into sparkling, smooth lead paint covering our living room walls, dazzling DDT foggers killing mosquitoes dead, alchemists transforming atoms into gold and diamonds, homeowners living in “The Foam House of the Future,” and, of course, commuters blasting away on their jet packs to work. Utopian indeed.,Aptly illustrated with full-color and black-and-white classic imagery, the visions of the future spread across page after page, pulling the reader in to what could have been and what shouldn’t have been.,has written nine books, including,,,,,, and,. As a 2004 Fulbright Fellow to the Norwegian University of Science and Technology in Trondheim, Dregni researched Scandinavian culture and roots for a forthcoming book. His time is divided between Italy, Norway, and Minneapolis where he is the curator for El Dorado Conquistador Museum and guitarist for the mock-rock trio Vinnie & the Stardüsters.,is a futurist and sci-fi enthusiast, raising a family midway between the soon-to-be domed cities of Minneapolis and St. Paul Minnesota.","Science,Art,Nonfiction,History",,Unknown,English,128.0,26.0,3.0,3.65,2006,,
10399,10307,Follies of the Wise: Dissenting Essays,Frederick C. Crews,,"Best-selling author and Berkeley professor of thirty years Frederick Crews has always considered himself a skeptic. Forty years ago he thought he had found a tradition of thought — Freudian psychoanalytic theory — that had skepticism built into it. He gradually realized, however, that true skepticism is an attitude of continual questioning. The more closely Crews examined the logical structure and institutional history of psychoanalysis, the more clearly he realized that Freud's system of thought lacked empirical rigor. Indeed, he came to see Freudian theory as the very model of a modern pseudoscience.,contains Crews's best writing of the past fifteen years, including such controversial and widely quoted pieces as “The Unknown Freud” and “The Revenge of the Repressed,” essays whose effects still reverberate today. In addition, his topics range from “Intelligent Design” creationism to theosophy, from psychological testing to UFO zaniness, from American Buddhism to the current state of literary criticism. A single theme animates his bracing and witty discussions: the temptation to reach for deep wisdom without attending to the little voice that asks, \Could I, by any chance, be deceiving myself here?\",Nonfiction,National Book Critics Circle Award Nominee for Criticism 2006,Unknown,English,396.0,35.0,1.0,3.97,2006,,
18785,18716,"Follow the Yellow Brick Road: Learning to Give, Take, and Use Instructions","Richard Saul Wurman,Larry Gonick,Edward Koren",,"Designed with the same innovative format that made Information Anxiety so influential, this lively, user-friendly guide to instructions reveals how they work--and all too often, don't. With special emphasis on the workplace, where we give and take most of our daily instructions, Wurman shows just how necessary a skill instruction is.","Nonfiction,Business",,Unknown,English,387.0,15.0,2.0,4.0,1991,,
10397,10305,Folly,Laurie R. King,Folly Island #1,"An acclaimed master of suspense creates a heroine you will never forget in this superbly chilling novel of a woman who begins a desperate undertaking that may transform her life--or end it.,Rae Newborn is a woman on the edge: on the edge of sanity, on the edge of tragedy, and now on the edge of the world. She has moved to an island at the far reaches of the continent to restore the house of an equally haunted figure, her mysterious great-uncle; but as her life begins to rebuild itself along with the house, his story starts to wrap around hers. Powerful forces are stirring, but Rae cannot see where her reality leaves off and his fate begins.,Fifty-two years old, Rae must battle the feelings that have long tormented her--panic, melancholy, and a skin-crawling sense of watchers behind the trees. Before she came here, she believed that most of the things she feared existed only in her mind. And who can say, as disturbing incidents multiply, if any of the watchers on Folly Island might be real? Is Rae paranoid, as her family and the police believe, or is the threat real? Is the island alive with promise--or with dangers?,With,, award-winning author Laurie R. King once again powerfully redefines psychological suspense on a sophisticated and harrowing new level, and proves why legions of readers and reviewers have named her a master of the genre.","Mystery,Suspense,Thriller,Fiction,Crime,Mystery Thriller,Historical,Historical Fiction,Psychological Thriller,Novels,Adult",Macavity Award for Best Mystery Novel 2002,Unknown,English,523.0,3619.0,423.0,4.03,2002,Folly Island,1
10400,10308,Folly and Glory,Larry McMurtry,The Berrybender Narratives #4,"In this brilliant saga—the final volume of The Berrybender Narratives and an epic in its own right—Larry McMurtry lives up to his reputation for delivering novels with “wit, grace, and more than a hint of what might be called muscular nostalgia, fit together to create a panoramic portrait of the American West” ,.,As this finale opens, Tasmin and her family are under irksome, though comfortable, arrest in Mexican Santa Fe. Her father, the eccentric Lord Berrybender, is planning to head for Texas with his whole family and his retainers, English, American, and Native American. Tasmin, who would once have followed her husband, Jim Snow, anywhere, is no longer even sure she likes him, or knows where to go to next. Neither does anyone else—even Captain Clark, of Lewis and Clark fame, is puzzled by the great changes sweeping over the West, replacing red men and buffalo with towns and farms.,,In the meantime, Jim Snow, accompanied by Kit Carson, journeys to New Orleans, where he meets up with a muscular black giant named Juppy, who turns out to be one of Lord Berrybender’s many illegitimate offspring, and in whose company they make their way back to Santa Fe. But even they are unable to prevent the Mexicans from carrying the Berrybender family on a long and terrible journey across the desert to Vera Cruz.,,Starving, dying of thirst, and in constant, bloody battle with slavers pursuing them, the Berrybenders finally make their way to civilization—if New Orleans of the time can be called that—where Jim Snow has to choose between Tasmin and the great American plains, on which he has lived all his life in freedom, and where, after all her adventures, Tasmin must finally decide where her future lies.,,With a cast of characters that includes almost every major real-life figure of the West,,is a novel that represents the culmination of a great and unique four-volume saga of the early days of the West; it is one of Larry McMurtry’s finest achievements.","Westerns,Fiction,Historical,Historical Fiction,Humor,Literature,Adventure,Novels,19th Century,North American Hi...,American History",,Unknown,English,358.0,1756.0,112.0,3.89,2005,The Berrybender Narratives,4
16938,16859,Food,Felipe Fernández-Armesto,,"This study delves into the history of how we eat and why we eat what we do. The journey goes from the start of humanity right through to the industrialism of the modern age. Starting with the notion of our decision to cook our food, Felipe Fernandez-Armesto introduces us to the revolutions which influenced our culinary habits, and he describes how food changed and changed us through the centuries, on the way explaining why \You are what you eat\.","History,Food and Drink,Food,Nonfiction,Food History,Anthropology,Food Writing,Cooking,Culinary,Gastronomy",,Unknown,English,287.0,599.0,52.0,3.69,2002,,
6871,6846,Food Combining Made Easy,Herbert M. Shelton,,Unknown,"Health,Nutrition,Nonfiction,Food and Drink,Food,Science,Cooking",,Unknown,English,63.0,100.0,10.0,3.86,1940,,
14800,14718,Food Network Favorites,Jennifer Darling,,"The ultimate collection of favorite recipes from an internationally acclaimed lineup of fabulous chefs: Rachel Ray, Emeril Lagasse, Giada De Laurerntiis, Bobby Flay, Mario Batali, Tyler Florence, Dave Lieberman, Paula Deen, Alton Brown, Michael Chiarello, Wolfgang Puck. Inside you'll find:,More than 120 of the best restaurant-quality recipes that can easily be prepared in home kitchens.,All the characteristics you've come to expect from Food Network—great recipes, reliable cooking tips, and easy-to-understand instructions.,Behind-the-scenes back-kitchen chitchat with some of the world’s hottest chefs.,Q&A sessions with each chef about his or her passion for food, favorite ingredients and secret vices.,Exclusive photos of the all-star chefs taping shows on-stage at Food Network studios put readers in the kitchen with their favorite television personalities.,Numerous how-to photos and detailed text guarantee recipe success every time","Food and Drink,Cookbooks,Cooking,Food,Nonfiction,Reference",,Unknown,English,264.0,3971.0,23.0,4.08,2005,,
14807,14725,Food Network Kitchens Cookbook,Jennifer Darling,,"Food Network Kitchens is the team behind the scenes at Food Network. They're the chefs, researchers, recipe developers, cooks, writers and food stylists who work on the fabulous food you see on TV. They spend every day with food--cooking it, tasting it, writing about, and researching it. This put books all their expertise in your hands: - 300+ exquisite photographs and more than 160 exclusive Food Network recipes.,- Tips for stocking your pantry and keeping it organized.,- Shopping and preparation shortcuts.,- Cooking secrets and techniques that help make celebrity chefs famous.","Food and Drink,Cookbooks,Cooking,Nonfiction",,Unknown,English,288.0,50.0,7.0,3.82,2005,,
19201,19132,Food Politics: How the Food Industry Influences Nutrition and Health,Marion Nestle,California Studies in Food and Culture #3,"We all witness, in advertising and on supermarket shelves, the fierce competition for our food dollars. In this engrossing exposé, Marion Nestle goes behind the scenes to reveal how the competition really works and how it affects our health. The abundance of food in the United States--enough calories to meet the needs of every man, woman, and child twice over--has a downside. Our overefficient food industry must do everything possible to persuade people to eat,--more food, more often, and in larger portions--no matter what it does to waistlines or well-being.,Like manufacturing cigarettes or building weapons, making food is very big business. Food companies in 2000 generated nearly $900 billion in sales. They have stakeholders to please, shareholders to satisfy, and government regulations to deal with. It is nevertheless shocking to learn precisely how food companies lobby officials, co-opt experts, and expand sales by marketing to children, members of minority groups, and people in developing countries. We learn that the food industry plays politics as well as or better than other industries, not least because so much of its activity takes place outside the public view.,Editor of the 1988,Nestle is uniquely qualified to lead us through the maze of food industry interests and influences. She vividly illustrates food politics in action: watered-down government dietary advice, schools pushing soft drinks, diet supplements promoted as if they were First Amendment rights. When it comes to the mass production and consumption of food, strategic decisions are driven by economics--not science, not common sense, and certainly not health.,No wonder most of us are thoroughly confused about what to eat to stay healthy. An accessible and balanced account,,will forever change the way we respond to food industry marketing practices. By explaining how much the food industry influences government nutrition policies and how cleverly it links its interests to those of nutrition experts, this pathbreaking book helps us understand more clearly than ever before what we eat and why.","Food and Drink,Food,Nonfiction,Health,Politics,Nutrition,Science,Cooking,Food Writing,Environment,Sustainability,Foodie",,Unknown,English,472.0,4209.0,248.0,3.94,2003,California Studies in Food and Culture,3
19840,19773,Football Nightmare,"Matt Christopher,Robert Hirschfeld",,"A miserable memory dogs Keith's every move Keith Stedman dropped the pass. The game-winning, undefeated-record-making pass that would have made him a hero instead of a loser. Now, a year later, that missed pass still haunts him, so much so that he's considering quitting football for good. His friends and family finally convince him to stick with it, but Keith's troubles are far from over. Another player is out for his position and seems determined to do everything he can to keep the dropped pass memory alive in the minds of the whole team - including Keith. Can Keith overcome his own obsession with the past and succeed in the present?","Sports,Childrens,Chapter Books",,Unknown,English,128.0,126.0,23.0,3.9,2001,,
15158,15077,Footsteps in the Fog: Alfred Hitchcock's San Francisco,"Jeff Kraft,Aaron Leventhal,Patricia Hitchcock O'Connell",,"is a celebration of the San Francisco films of Alfred Hitchcock. The master director's familiarity with Northern California greatly influenced his decision to use Bay Area locations in several of his landmark motion pictures, and more importantly was often the source of inspiration for many of these same cinema classics.,Three of Hitchcock's masterpieces were set in the San Francisco area:,and,. In addition,,and,utilized Bay Area locations and/or were inspired by Northern California events and settings.,examines these famous films, taking the reader on a journey around the Bay Area, while weaving together cinemagraphic intrigue, Bay Area history and lore, and the timeless elegance of San Francisco and its picturesque surroundings.,Over 400 historical and contemporary photos are featured in the book, including impromptu off-camera images and shots from the films themselves—many never before seen!,can be used as a companion to viewing the Northern California Hitchcock films, as a guide for visiting the sites and settings used in these motion pictures, and as a source of biographical information about Alfred Hitchcock's personal connections to San Francisco and the Bay Area. Hitchcock loved Northern California; he often entertained Hollywood celebrities at his ranch and vineyard outside of Santa Cruz, and frequented such San Francisco institutions as Jack's Restaurant, the Fairmont Hotel, the Top of the Mark, and the historic Bercut Brothers' Grant Market.,Hitchcock fans everywhere will rejoice as they revisit and rediscover the locations and settings used in the great director's most beloved films.",Media Tie In,,Unknown,English,288.0,68.0,9.0,4.31,2002,,
5119,5116,"For Esme—With Love and Squalor, and Other Stories",J.D. Salinger,,"Nine Stories 1953 is a collection of short stories by American fiction writer J. D. Salinger published in April 1953. It includes two of his most famous short stories, \A Perfect Day for Bananafish\ and \For Esmé – with Love and Squalor\. Nine Stories is the U.S. title; the book is published in many other countries as For Esmé - with Love and Squalor, and Other Stories.,The stories are:,\A Perfect Day for Bananafish\,\Uncle Wiggily in Connecticut\,\Just Before the War with the Eskimos\,\The Laughing Man\,\Down at the Dinghy\,\For Esmé – with Love and Squalor\,\Pretty Mouth and Green My Eyes\,\De Daumier-Smith's Blue Period\,\Teddy\","Short Stories,Fiction,Classics,Literature,American,20th Century,Literary Fiction,The United States Of America,Novels,Adult Fiction",,"Seymour Glass,Beatrice Glass Tannenbaum",English,149.0,137219.0,4470.0,4.17,1953,,
8594,8522,For Kicks,Dick Francis,,"Daniel Roke, Australian who established a stud farm to raise orphaned siblings, accepts undercover stable lad job from the Earl of October, investigating steeplechase doping in England. At least ten horses win adrenalin-high stimulated, but regular lab tests show nothing. Gorgeous October daughters distract, detract, and fatally endanger. Tension builds into an explosive fight to the death.","Mystery,Fiction,Thriller,Crime,Suspense,Mystery Thriller,Animals,Horses,Detective,Sports,Horse Racing",,Unknown,English,292.0,3797.0,136.0,4.03,2004,,
11018,10929,For One More Day,Mitch Albom,,"\Every family is a ghost story...\,Mitch Albom mesmerized readers around the world with his number one,bestsellers,,and,. Now he returns with a beautiful, haunting novel about the family we love and the chances we miss.,is the story of a mother and a son, and a relationship that covers a lifetime and beyond. It explores the question: What would you do if you could spend one more day with a lost loved one?,As a child, Charley \Chick\ Benetto was told by his father, \You can be a mama's boy or a daddy's boy, but you can't be both.\ So he chooses his father, only to see the man disappear when Charley is on the verge of adolescence.,Decades later, Charley is a broken man. His life has been crumbled by alcohol and regret. He loses his job. He leaves his family. He hits bottom after discovering his only daughter has shut him out of her wedding. And he decides to take his own life.,He makes a midnight ride to his small hometown, with plans to do himself in. But upon failing even to do that, he staggers back to his old house, only to make an astonishing discovery. His mother, who died eight years earlier, is still living there, and welcomes him home as if nothing ever happened..,What follows is the one \ordinary\ day so many of us yearn for, a chance to make good with a lost parent, to explain the family secrets, and to seek forgiveness. Somewhere between this life and the next, Charley learns the astonishing things he never knew about his mother and her sacrifices. And he tries, with her tender guidance, to put the crumbled pieces of his life back together.,Through Albom's inspiring characters and masterful storytelling, readers will newly appreciate those whom they love and may have thought they'd lost in their own lives.,is a book for anyone in a family, and will be cherished by Albom's millions of fans worldwide.","Fiction,Inspirational,Contemporary,Adult Fiction,Adult,Novels,Family,Fantasy,Drama,Self Help",,"Charley \Chick\ Benetto,Pauline \Posey\ Benetto,Maria Benetto nee Lang,Catherine Benetto,Leonard \Len\ Benetto",English,197.0,129610.0,8088.0,4.09,2006,,
1077,1079,For the Good of the Earth and Sun: Teaching Poetry,"Georgia Heard,Lucy Calkins",,"is for teachers at all levels, especially for those teachers who feel anxious about introducing poetry to students. Georgia Heard offers a method of teaching poetry that respects the intelligence of students and teachers and that can build upon their basic originality. She explores poetry from the inside as it is: a powerful and necessary way of looking at the world, and one of mankind's most durable inventions.,Her book provides detailed, organized information so that teachers themselves can begin to enjoy and feel knowledgeable about poetry, and, from there, pass those feelings on to their students. The author's text is supplemented by examples of students' work in original and draft form.","Poetry,Teaching,Education,Academic,School,Nonfiction,Language,Writing",,Unknown,English,188.0,79.0,8.0,4.27,1989,,
662,663,For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,,"This is Ayne Rand's challenge to the prevalent philosphical doctrince of our time and the \atmosphere of guilt, of panic, of despair, of boredom, and of all-pervasive evasion\ that they create. One of the most controversial figures on the intellectual scene, Ayn Rand was the proponent of a moral philsophy - an ethic of rational self-interest - that stands in sharp opposition of the ethics of altruism and self-sacrifice. The fundamentals of this morality - \a philosophy for living on earth\ - are here vibrantly set forth by the spokesman for a new class, \For the New Intellectual.\","Philosophy,Nonfiction,Politics,Classics,Economics,History,Writing,Essays,Business,Literature,Psychology",,Unknown,English,224.0,3013.0,139.0,3.69,1963,,
12618,12532,For the Time Being,Annie Dillard,,"National Bestseller,\Beautifully written and delightfully strange--. As earthy as it is sublime,,is, in the truest sense, an eye- opener.\--,From Annie Dillard, the Pulitzer Prize-winning author of,and one of the most compelling writers of our time, comes,, her most profound narrative to date. With her keen eye, penchant for paradox, and yearning for truth, Dillard renews our ability to discover wonder in life's smallest--and often darkest--corners.,Why do we exist? Where did we come from? How can one person matter? Dillard searches for answers in a powerful array of images: pictures of bird-headed dwarfs in the standard reference of human birth defects; ten thousand terra-cotta figures fashioned for a Chinese emperor in place of the human court that might have followed him into death; the paleontologist and theologian Teilhard de Chardin crossing the Gobi Desert; the dizzying variety of clouds. Vivid, eloquent, haunting,,evokes no less than the terrifying grandeur of all that remains tantalizingly and troublingly beyond our understanding.,\Stimulating, humbling, original--. [Dillard] illuminate[s] the human perspective of the world, past, present and future, and the individual's relatively inconsequential but ever so unique place in it.\--","Nonfiction,Writing,Essays,Philosophy,Spirituality,Environment,Nature,Religion,Literature,Autobiography,Memoir,Theology,History",PEN/Diamonstein-Spielvogel Award for the Art of the Essay  2000,Unknown,English,205.0,3582.0,453.0,4.16,2000,,
